company_name,contact_role,base_icp_score,ai_boost,final_score,suggested_action,top_signal_1,top_signal_2,score_direction_yes_no,sdr_would_use_yes_no,score_credibility_1_to_5,signal_usefulness_1_to_5,icebreaker_usefulness_1_to_5,overall_actionability_1_to_5,main_friction,what_felt_wrong_or_missing
,,,,,,,,,,,,,,,,
